# Agility obstacle definitions copied/adapted from RuneLite's BSD-2-Clause agility plugin data.
# Source files:
# - runelite-client/src/main/java/net/runelite/client/plugins/agility/Obstacles.java
# - runelite-client/src/main/java/net/runelite/client/game/AgilityShortcut.java
#
# Copyright notices from the source data:
# Copyright (c) 2018, SomeoneWithAnInternetConnection
# Copyright (c) 2019, MrGroggle
# All rights reserved. Redistribution is permitted under the BSD 2-Clause license.
#
# objectId	category	level	label	worldX	worldY	plane	source
3921	SHORTCUT	56	Trap				ISAFDAR_FOREST_OBSTACLES
3922	SHORTCUT	56	Trap				ISAFDAR_FOREST_OBSTACLES
3923	SHORTCUT	56	Trap				ISAFDAR_FOREST_OBSTACLES
3924	SHORTCUT	56	Trap				ISAFDAR_FOREST_OBSTACLES
3925	SHORTCUT	56	Trap				ISAFDAR_FOREST_OBSTACLES
3929	SHORTCUT	45	Log Balance				TIRANNWN_LOG_BALANCE
3930	SHORTCUT	45	Log Balance				TIRANNWN_LOG_BALANCE
3931	SHORTCUT	45	Log Balance				TIRANNWN_LOG_BALANCE
3932	SHORTCUT	45	Log Balance				TIRANNWN_LOG_BALANCE
3933	SHORTCUT	45	Log Balance				TIRANNWN_LOG_BALANCE
3937	SHORTCUT	56	Trap				ISAFDAR_FOREST_OBSTACLES
3938	SHORTCUT	56	Trap				ISAFDAR_FOREST_OBSTACLES
3939	SHORTCUT	56	Trap				ISAFDAR_FOREST_OBSTACLES
3998	SHORTCUT	56	Trap				ISAFDAR_FOREST_OBSTACLES
3999	SHORTCUT	56	Trap				ISAFDAR_FOREST_OBSTACLES
4550	COURSE		Course obstacle				OBSTACLE_IDS
4551	COURSE		Course obstacle				OBSTACLE_IDS
4552	COURSE		Course obstacle				OBSTACLE_IDS
4553	COURSE		Course obstacle				OBSTACLE_IDS
4554	COURSE		Course obstacle				OBSTACLE_IDS
4555	COURSE		Course obstacle				OBSTACLE_IDS
4556	COURSE		Course obstacle				OBSTACLE_IDS
4557	COURSE		Course obstacle				OBSTACLE_IDS
4558	COURSE		Course obstacle				OBSTACLE_IDS
4559	COURSE		Course obstacle				OBSTACLE_IDS
5948	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
5949	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
6673	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
7527	COURSE		Course obstacle				OBSTACLE_IDS
8729	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
9739	SHORTCUT	67	Crevice	2898	9901	0	HEROES_GUILD_TUNNEL_EAST
9739	SHORTCUT	67	Crevice	2913	9895	0	HEROES_GUILD_TUNNEL_WEST
9740	SHORTCUT	67	Crevice	2898	9901	0	HEROES_GUILD_TUNNEL_EAST
9740	SHORTCUT	67	Crevice	2913	9895	0	HEROES_GUILD_TUNNEL_WEST
10047	SHORTCUT	54	Wall	3118	9702	0	MOTHERLODE_MINE_WALL_WEST
10047	SHORTCUT	54	Wall	3124	9703	0	MOTHERLODE_MINE_WALL_EAST
10663	SHORTCUT	76	Stepping Stone	2156	3073	0	ZUL_ANDRA_ISLAND_CROSSING
10851	COURSE		Course obstacle				OBSTACLE_IDS
10855	COURSE		Course obstacle				OBSTACLE_IDS
10857	COURSE		Course obstacle				OBSTACLE_IDS
10859	COURSE		Course obstacle				OBSTACLE_IDS
10860	COURSE		Course obstacle				OBSTACLE_IDS
10861	COURSE		Course obstacle				OBSTACLE_IDS
10865	COURSE		Course obstacle				OBSTACLE_IDS
10868	COURSE		Course obstacle				OBSTACLE_IDS
10872	TRAP		Trap				TRAP_OBSTACLE_IDS
10873	TRAP		Trap				TRAP_OBSTACLE_IDS
10882	COURSE		Course obstacle				OBSTACLE_IDS
10884	COURSE		Course obstacle				OBSTACLE_IDS
10886	COURSE		Course obstacle				OBSTACLE_IDS
10888	COURSE		Course obstacle				OBSTACLE_IDS
11404	COURSE		Course obstacle				OBSTACLE_IDS
11405	COURSE		Course obstacle				OBSTACLE_IDS
11406	COURSE		Course obstacle				OBSTACLE_IDS
11430	COURSE		Course obstacle				OBSTACLE_IDS
11630	COURSE		Course obstacle				OBSTACLE_IDS
11631	COURSE		Course obstacle				OBSTACLE_IDS
11632	COURSE		Course obstacle				OBSTACLE_IDS
11633	COURSE		Course obstacle				OBSTACLE_IDS
11634	COURSE		Course obstacle				OBSTACLE_IDS
11638	COURSE		Course obstacle				OBSTACLE_IDS
11639	COURSE		Course obstacle				OBSTACLE_IDS
11640	COURSE		Course obstacle				OBSTACLE_IDS
11643	COURSE		Course obstacle				OBSTACLE_IDS
11644	COURSE		Course obstacle				OBSTACLE_IDS
11645	COURSE		Course obstacle				OBSTACLE_IDS
11646	COURSE		Course obstacle				OBSTACLE_IDS
11657	COURSE		Course obstacle				OBSTACLE_IDS
11768	SHORTCUT	55	Stepping Stone	2572	3862	0	MISCELLANIA_DOCK_STEPPING_STONE
11948	SHORTCUT	1	Rocks				AGILITY_PYRAMID_ROCKS_WEST
11949	SHORTCUT	30	Rocks				AGILITY_PYRAMID_ROCKS_EAST
12776	SHORTCUT	25	Broken Fence	3470	3219	0	BURGH_AGILITY_SHORTCUT_FENCE
12945	COURSE		Course obstacle				OBSTACLE_IDS
12982	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
13504	SHORTCUT	50	Stepping Stone	3418	3326	0	MORYTANIA_STEPPING_STONE
14106	SHORTCUT	70	Rocks	2887	9631	0	TAVERLEY_DUNGEON_ROCKS_SOUTH
14106	SHORTCUT	70	Rocks	2887	9823	0	TAVERLEY_DUNGEON_ROCKS_NORTH
14398	COURSE		Course obstacle				OBSTACLE_IDS
14399	COURSE		Course obstacle				OBSTACLE_IDS
14402	COURSE		Course obstacle				OBSTACLE_IDS
14403	COURSE		Course obstacle				OBSTACLE_IDS
14404	COURSE		Course obstacle				OBSTACLE_IDS
14409	COURSE		Course obstacle				OBSTACLE_IDS
14412	COURSE		Course obstacle				OBSTACLE_IDS
14413	COURSE		Course obstacle				OBSTACLE_IDS
14414	COURSE		Course obstacle				OBSTACLE_IDS
14832	COURSE		Course obstacle				OBSTACLE_IDS
14833	COURSE		Course obstacle				OBSTACLE_IDS
14834	COURSE		Course obstacle				OBSTACLE_IDS
14835	COURSE		Course obstacle				OBSTACLE_IDS
14836	COURSE		Course obstacle				OBSTACLE_IDS
14841	COURSE		Course obstacle				OBSTACLE_IDS
14843	COURSE		Course obstacle				OBSTACLE_IDS
14844	COURSE		Course obstacle				OBSTACLE_IDS
14845	COURSE		Course obstacle				OBSTACLE_IDS
14846	COURSE		Course obstacle				OBSTACLE_IDS
14847	COURSE		Course obstacle				OBSTACLE_IDS
14848	COURSE		Course obstacle				OBSTACLE_IDS
14894	COURSE		Course obstacle				OBSTACLE_IDS
14897	COURSE		Course obstacle				OBSTACLE_IDS
14898	COURSE		Course obstacle				OBSTACLE_IDS
14899	COURSE		Course obstacle				OBSTACLE_IDS
14901	COURSE		Course obstacle				OBSTACLE_IDS
14903	COURSE		Course obstacle				OBSTACLE_IDS
14904	COURSE		Course obstacle				OBSTACLE_IDS
14905	COURSE		Course obstacle				OBSTACLE_IDS
14911	COURSE		Course obstacle				OBSTACLE_IDS
14917	SHORTCUT	82	Stepping Stone	3092	3880	0	LAVA_MAZE_NORTH_JUMP
14918	SHORTCUT	74	Stepping Stone	3200	3807	0	LAVA_DRAGON_ISLE_JUMP
14919	COURSE		Course obstacle				OBSTACLE_IDS
14920	COURSE		Course obstacle				OBSTACLE_IDS
14921	COURSE		Course obstacle				OBSTACLE_IDS
14922	COURSE		Course obstacle				OBSTACLE_IDS
14923	COURSE		Course obstacle				OBSTACLE_IDS
14924	COURSE		Course obstacle				OBSTACLE_IDS
14925	COURSE		Course obstacle				OBSTACLE_IDS
14927	COURSE		Course obstacle				OBSTACLE_IDS
14928	COURSE		Course obstacle				OBSTACLE_IDS
14929	COURSE		Course obstacle				OBSTACLE_IDS
14930	COURSE		Course obstacle				OBSTACLE_IDS
14931	COURSE		Course obstacle				OBSTACLE_IDS
14932	COURSE		Course obstacle				OBSTACLE_IDS
14935	COURSE		Course obstacle				OBSTACLE_IDS
14936	COURSE		Course obstacle				OBSTACLE_IDS
14937	COURSE		Course obstacle				OBSTACLE_IDS
14938	COURSE		Course obstacle				OBSTACLE_IDS
14939	COURSE		Course obstacle				OBSTACLE_IDS
14940	COURSE		Course obstacle				OBSTACLE_IDS
14941	COURSE		Course obstacle				OBSTACLE_IDS
14944	COURSE		Course obstacle				OBSTACLE_IDS
14945	COURSE		Course obstacle				OBSTACLE_IDS
14946	COURSE		Course obstacle				OBSTACLE_IDS
14947	COURSE		Course obstacle				OBSTACLE_IDS
14987	COURSE		Course obstacle				OBSTACLE_IDS
14990	COURSE		Course obstacle				OBSTACLE_IDS
14991	COURSE		Course obstacle				OBSTACLE_IDS
14992	COURSE		Course obstacle				OBSTACLE_IDS
14994	COURSE		Course obstacle				OBSTACLE_IDS
15412	COURSE		Course obstacle				OBSTACLE_IDS
15414	COURSE		Course obstacle				OBSTACLE_IDS
15417	COURSE		Course obstacle				OBSTACLE_IDS
15487	COURSE		Course obstacle				OBSTACLE_IDS
15608	COURSE		Course obstacle				OBSTACLE_IDS
15609	COURSE		Course obstacle				OBSTACLE_IDS
15610	COURSE		Course obstacle				OBSTACLE_IDS
15611	COURSE		Course obstacle				OBSTACLE_IDS
15612	COURSE		Course obstacle				OBSTACLE_IDS
16062	COURSE		Course obstacle				OBSTACLE_IDS
16115	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
16464	SHORTCUT	73	Rocks	2841	3694	0	TROLL_STRONGHOLD_WALL_CLIMB
16465	SHORTCUT	86	Crevice	3214	9508	0	KALPHITE_WALL
16466	SHORTCUT	32	Stepping Stones	2863	2974	0	SHILO_VILLAGE_STEPPING_STONES
16468	SHORTCUT	14	Wall	2925	3523	0	GOBLIN_VILLAGE_WALL
16509	SHORTCUT	70	Pipe Squeeze	2886	9798	0	TAVERLEY_DUNGEON_PIPE_BLUE_DRAGON
16510	SHORTCUT	80	Strange Floor	2877	9813	0	TAVERLEY_DUNGEON_SPIKED_BLADES
16511	SHORTCUT	51	Pipe Squeeze	3152	9905	0	VARROCK_SEWERS_PIPE_SQUEEZE
16513	SHORTCUT	66	Stepping Stone	3210	3135	0	LUMBRIDGE_DESERT_STEPPING_STONE
16514	SHORTCUT	85	Rocks	2337	3253	0	ELVEN_ADVANCED_CLIFF_SCRAMBLE
16514	SHORTCUT	68	Rocks	2337	3288	0	ELVEN_OVERPASS_MEDIUM_CLIFF
16514	SHORTCUT	59	Rocks	2345	3300	0	ELVEN_OVERPASS_CLIFF_SCRAMBLE
16514	SHORTCUT	85	Rocks	3361	6005	0	ELVEN_ADVANCED_CLIFF_SCRAMBLE_PRIFDDINAS
16514	SHORTCUT	68	Rocks	3361	6040	0	ELVEN_OVERPASS_MEDIUM_CLIFF_PRIFDDINAS
16514	SHORTCUT	59	Rocks	3369	6052	0	ELVEN_OVERPASS_CLIFF_SCRAMBLE_PRIFDDINAS
16515	SHORTCUT	85	Rocks	2337	3253	0	ELVEN_ADVANCED_CLIFF_SCRAMBLE
16515	SHORTCUT	68	Rocks	2337	3288	0	ELVEN_OVERPASS_MEDIUM_CLIFF
16515	SHORTCUT	59	Rocks	2345	3300	0	ELVEN_OVERPASS_CLIFF_SCRAMBLE
16515	SHORTCUT	85	Rocks	3361	6005	0	ELVEN_ADVANCED_CLIFF_SCRAMBLE_PRIFDDINAS
16515	SHORTCUT	68	Rocks	3361	6040	0	ELVEN_OVERPASS_MEDIUM_CLIFF_PRIFDDINAS
16515	SHORTCUT	59	Rocks	3369	6052	0	ELVEN_OVERPASS_CLIFF_SCRAMBLE_PRIFDDINAS
16518	SHORTCUT	13	Fence	3239	3334	0	VARROCK_SOUTH_FENCE
16519	SHORTCUT	16	Underwall Tunnel	2574	3109	0	YANILLE_UNDERWALL_TUNNEL
16520	SHORTCUT	16	Underwall Tunnel	2574	3109	0	YANILLE_UNDERWALL_TUNNEL
16521	SHORTCUT	41	Rocks	2869	3670	0	TROLLHEIM_EASY_CLIFF_SCRAMBLE
16522	SHORTCUT	43	Rocks	2876	3666	0	TROLLHEIM_MEDIUM_CLIFF_SCRAMBLE_SOUTHWEST
16523	SHORTCUT	44	Rocks	2907	3686	0	TROLLHEIM_ADVANCED_CLIFF_SCRAMBLE
16524	SHORTCUT	47	Rocks	2902	3680	0	TROLLHEIM_HARD_CLIFF_SCRAMBLE
16525	SHORTCUT	58	Weathered Wall				PHASMATYS_ECTOPOOL_SHORTCUT
16526	SHORTCUT	58	Weathered Wall				PHASMATYS_ECTOPOOL_SHORTCUT
16527	SHORTCUT	26	Underwall Tunnel	2947	3313	0	FALADOR_UNDERWALL_TUNNEL
16528	SHORTCUT	26	Underwall Tunnel	2947	3313	0	FALADOR_UNDERWALL_TUNNEL
16529	SHORTCUT	21	Underwall Tunnel	3139	3515	0	GRAND_EXCHANGE_UNDERWALL_TUNNEL
16530	SHORTCUT	21	Underwall Tunnel	3139	3515	0	GRAND_EXCHANGE_UNDERWALL_TUNNEL
16533	SHORTCUT	31	Stepping Stones	3150	3362	0	DRAYNOR_MANOR_STEPPING_STONES
16534	SHORTCUT	37	Rocks	2485	3515	0	GNOME_STRONGHOLD_ROCKS
16535	SHORTCUT	37	Rocks	2485	3515	0	GNOME_STRONGHOLD_ROCKS
16537	SHORTCUT	61	Spikey Chain (Floor 1)	3421	3550	0	SLAYER_TOWER_MEDIUM_CHAIN_FIRST
16537	SHORTCUT	71	Spikey Chain (Floor 2)	3447	3578	0	SLAYER_TOWER_ADVANCED_CHAIN_FIRST
16538	SHORTCUT	61	Spikey Chain (Floor 2)	3420	3551	0	SLAYER_TOWER_MEDIUM_CHAIN_SECOND
16538	SHORTCUT	71	Spikey Chain (Floor 3)	3446	3576	0	SLAYER_TOWER_ADVANCED_CHAIN_SECOND
16539	SHORTCUT	61	Narrow Crevice	2729	10008	0	SLAYER_DUNGEON_CREVICE
16540	SHORTCUT	48	Log Balance	2721	3591	0	FREMENNIK_LOG_BALANCE
16541	SHORTCUT	48	Log Balance	2721	3591	0	FREMENNIK_LOG_BALANCE
16542	SHORTCUT	48	Log Balance	2721	3591	0	FREMENNIK_LOG_BALANCE
16543	SHORTCUT	42	Narrow Crevice	3034	9806	0	DWARVEN_MINE_NARROW_CREVICE
16544	SHORTCUT	43	Spiked Blades	2770	10003	0	SLAYER_DUNGEON_CHASM_JUMP
16545	SHORTCUT	64	Rocks	2917	3672	0	TROLLHEIM_WILDERNESS_ROCKS_WEST
16545	SHORTCUT	64	Rocks	2945	3678	0	TROLLHEIM_WILDERNESS_ROCKS_EAST
16546	SHORTCUT	33	Log Balance	2602	3336	0	ARDOUGNE_LOG_BALANCE
16547	SHORTCUT	33	Log Balance	2602	3336	0	ARDOUGNE_LOG_BALANCE
16548	SHORTCUT	33	Log Balance	2602	3336	0	ARDOUGNE_LOG_BALANCE
16549	SHORTCUT	38	Rocks	3305	3315	0	AL_KHARID_MINING_PITCLIFF_SCRAMBLE
16550	SHORTCUT	38	Rocks	3305	3315	0	AL_KHARID_MINING_PITCLIFF_SCRAMBLE
16552	SHORTCUT	65	Loose Railing	3422	3476	0	MORYTANIA_TEMPLE
16998	SHORTCUT	65	Loose Railing	3422	3476	0	MORYTANIA_TEMPLE
16999	SHORTCUT	65	Loose Railing	3422	3476	0	MORYTANIA_TEMPLE
17000	SHORTCUT	65	Loose Railing	3422	3476	0	MORYTANIA_TEMPLE
17002	SHORTCUT	46	Narrow Walkway	2399	4403	0	COSMIC_ALTAR_MEDIUM_WALKWAY
17002	SHORTCUT	66	Narrow Walkway	2408	4401	0	COSMIC_ALTAR_ADVANCED_WALKWAY
17042	SHORTCUT	32	Grapple Rock	2868	3429	0	CATHERBY_CLIFFSIDE_GRAPPLE
17047	SHORTCUT	39	Grapple Wall	2552	3072	0	YANILLE_WALL_GRAPPLE
17048	SHORTCUT	39	Grapple Wall	2552	3072	0	YANILLE_WALL_GRAPPLE
17049	SHORTCUT	11	Grapple Wall	3031	3391	0	FALADOR_GRAPPLE_WALL
17050	SHORTCUT	11	Grapple Wall	3031	3391	0	FALADOR_GRAPPLE_WALL
17051	SHORTCUT	11	Grapple Wall	3031	3391	0	FALADOR_GRAPPLE_WALL
17052	SHORTCUT	11	Grapple Wall	3031	3391	0	FALADOR_GRAPPLE_WALL
17062	SHORTCUT	36	Grapple Rock	2840	3435	0	CATHERBY_OBELISK_GRAPPLE
17068	SHORTCUT	8	Grapple Broken Raft	3245	3179	0	RIVER_LUM_GRAPPLE_WEST
17068	SHORTCUT	8	Grapple Broken Raft	3258	3179	0	RIVER_LUM_GRAPPLE_EAST
17069	SHORTCUT	48	Broken Raft				RIVER_LUM_BROKEN_RAFT
17070	SHORTCUT	48	Broken Raft				RIVER_LUM_BROKEN_RAFT
17074	SHORTCUT	53	Grapple Rock	2873	3143	0	KARAMJA_VOLCANO_GRAPPLE_NORTH
17074	SHORTCUT	53	Grapple Rock	2874	3128	0	KARAMJA_VOLCANO_GRAPPLE_SOUTH
17958	COURSE		Course obstacle				OBSTACLE_IDS
17959	COURSE		Course obstacle				OBSTACLE_IDS
17960	COURSE		Course obstacle				OBSTACLE_IDS
17961	COURSE		Course obstacle				OBSTACLE_IDS
17978	COURSE		Course obstacle				OBSTACLE_IDS
17980	COURSE		Course obstacle				OBSTACLE_IDS
17999	COURSE		Course obstacle				OBSTACLE_IDS
18000	COURSE		Course obstacle				OBSTACLE_IDS
18001	COURSE		Course obstacle				OBSTACLE_IDS
18002	COURSE		Course obstacle				OBSTACLE_IDS
18037	COURSE		Course obstacle				OBSTACLE_IDS
18038	COURSE		Course obstacle				OBSTACLE_IDS
18054	COURSE		Course obstacle				OBSTACLE_IDS
18056	COURSE		Course obstacle				OBSTACLE_IDS
18070	COURSE		Course obstacle				OBSTACLE_IDS
18071	COURSE		Course obstacle				OBSTACLE_IDS
18072	COURSE		Course obstacle				OBSTACLE_IDS
18073	COURSE		Course obstacle				OBSTACLE_IDS
18078	COURSE		Course obstacle				OBSTACLE_IDS
18083	COURSE		Course obstacle				OBSTACLE_IDS
18085	COURSE		Course obstacle				OBSTACLE_IDS
18086	COURSE		Course obstacle				OBSTACLE_IDS
18087	COURSE		Course obstacle				OBSTACLE_IDS
18088	COURSE		Course obstacle				OBSTACLE_IDS
18089	COURSE		Course obstacle				OBSTACLE_IDS
18090	COURSE		Course obstacle				OBSTACLE_IDS
18091	COURSE		Course obstacle				OBSTACLE_IDS
18093	COURSE		Course obstacle				OBSTACLE_IDS
18094	COURSE		Course obstacle				OBSTACLE_IDS
18095	COURSE		Course obstacle				OBSTACLE_IDS
18096	COURSE		Course obstacle				OBSTACLE_IDS
18097	COURSE		Course obstacle				OBSTACLE_IDS
18098	COURSE		Course obstacle				OBSTACLE_IDS
18099	COURSE		Course obstacle				OBSTACLE_IDS
18100	COURSE		Course obstacle				OBSTACLE_IDS
18105	COURSE		Course obstacle				OBSTACLE_IDS
18106	COURSE		Course obstacle				OBSTACLE_IDS
18107	COURSE		Course obstacle				OBSTACLE_IDS
18108	COURSE		Course obstacle				OBSTACLE_IDS
18109	COURSE		Course obstacle				OBSTACLE_IDS
18110	COURSE		Course obstacle				OBSTACLE_IDS
18111	COURSE		Course obstacle				OBSTACLE_IDS
18112	COURSE		Course obstacle				OBSTACLE_IDS
18113	COURSE		Course obstacle				OBSTACLE_IDS
18114	COURSE		Course obstacle				OBSTACLE_IDS
18116	COURSE		Course obstacle				OBSTACLE_IDS
18117	COURSE		Course obstacle				OBSTACLE_IDS
18118	COURSE		Course obstacle				OBSTACLE_IDS
18122	COURSE		Course obstacle				OBSTACLE_IDS
18124	COURSE		Course obstacle				OBSTACLE_IDS
18129	COURSE		Course obstacle				OBSTACLE_IDS
18130	COURSE		Course obstacle				OBSTACLE_IDS
18132	COURSE		Course obstacle				OBSTACLE_IDS
18133	COURSE		Course obstacle				OBSTACLE_IDS
18135	COURSE		Course obstacle				OBSTACLE_IDS
18136	COURSE		Course obstacle				OBSTACLE_IDS
18416	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
19032	SHORTCUT	42	Underwall Tunnel	3068	3261	0	DRAYNOR_UNDERWALL_TUNNEL
19036	SHORTCUT	42	Underwall Tunnel	3068	3261	0	DRAYNOR_UNDERWALL_TUNNEL
19040	SHORTCUT	56	Stepping Stones	2685	9547	0	BRIMHAVEN_DUNGEON_EAST_STEPPING_STONES_NORTH
19040	SHORTCUT	56	Stepping Stones	2693	9529	0	BRIMHAVEN_DUNGEON_EAST_STEPPING_STONES_SOUTH
19042	SHORTCUT	60	Stepping Stone	3710	2970	0	MOS_LEHARMLESS_STEPPING_STONE
19043	SHORTCUT	46	Narrow Crevice	3045	10327	0	DEEP_WILDERNESS_DUNGEON_CREVICE_SOUTH
19043	SHORTCUT	46	Narrow Crevice	3047	10335	0	DEEP_WILDERNESS_DUNGEON_CREVICE_NORTH
19846	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
19847	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
19849	SHORTCUT	25	Rock Climb	2320	3499	0	EAGLES_PEAK_ROCK_CLIMB
20056	SHORTCUT	18	Trellis				YANILLE_WATCHTOWER_TRELLIS
20211	COURSE		Course obstacle				OBSTACLE_IDS
20882	SHORTCUT	30	Log Balance				BRIMHAVEN_DUNGEON_LOG_BALANCE
20884	SHORTCUT	1	Log Balance				BRIMHAVEN_DUNGEON_LOG_BALANCE_RETURN
21120	COURSE		Course obstacle				OBSTACLE_IDS
21126	COURSE		Course obstacle				OBSTACLE_IDS
21128	COURSE		Course obstacle				OBSTACLE_IDS
21129	COURSE		Course obstacle				OBSTACLE_IDS
21130	COURSE		Course obstacle				OBSTACLE_IDS
21131	COURSE		Course obstacle				OBSTACLE_IDS
21132	COURSE		Course obstacle				OBSTACLE_IDS
21133	COURSE		Course obstacle				OBSTACLE_IDS
21134	COURSE		Course obstacle				OBSTACLE_IDS
21148	COURSE		Course obstacle				OBSTACLE_IDS
21149	COURSE		Course obstacle				OBSTACLE_IDS
21150	COURSE		Course obstacle				OBSTACLE_IDS
21151	COURSE		Course obstacle				OBSTACLE_IDS
21152	COURSE		Course obstacle				OBSTACLE_IDS
21153	COURSE		Course obstacle				OBSTACLE_IDS
21154	COURSE		Course obstacle				OBSTACLE_IDS
21155	COURSE		Course obstacle				OBSTACLE_IDS
21156	COURSE		Course obstacle				OBSTACLE_IDS
21172	COURSE		Course obstacle				OBSTACLE_IDS
21306	SHORTCUT	0	Bridge Repair - Quest	2315	3828	0	NEITIZNOT_BRIDGE_REPAIR
21307	SHORTCUT	0	Bridge Repair - Quest	2315	3828	0	NEITIZNOT_BRIDGE_REPAIR
21308	SHORTCUT	0	Rope Bridge				NEITIZNOT_BRIDGE_SOUTHEAST
21309	SHORTCUT	0	Rope Bridge				NEITIZNOT_BRIDGE_SOUTHEAST
21310	SHORTCUT	0	Rope Bridge				NEITIZNOT_BRIDGE_NORTHWEST
21311	SHORTCUT	0	Rope Bridge				NEITIZNOT_BRIDGE_NORTHWEST
21312	SHORTCUT	0	Rope Bridge				NEITIZNOT_BRIDGE_NORTH
21313	SHORTCUT	0	Rope Bridge				NEITIZNOT_BRIDGE_NORTH
21314	SHORTCUT	40	Broken Rope bridge				NEITIZNOT_BRIDGE_NORTHEAST
21315	SHORTCUT	40	Broken Rope bridge				NEITIZNOT_BRIDGE_NORTHEAST
21727	SHORTCUT	1	Pipe Squeeze	2698	9491	0	BRIMHAVEN_DUNGEON_MEDIUM_PIPE_RETURN
21727	SHORTCUT	34	Pipe Squeeze	2698	9501	0	BRIMHAVEN_DUNGEON_MEDIUM_PIPE
21728	SHORTCUT	22	Pipe Squeeze	2654	9569	0	BRIMHAVEN_DUNGEON_PIPE
21728	SHORTCUT	1	Pipe Squeeze	2655	9573	0	BRIMHAVEN_DUNGEON_PIPE_RETURN
21738	SHORTCUT	12	Stepping Stones				BRIMHAVEN_DUNGEON_STEPPING_STONES
21739	SHORTCUT	1	Pipe Squeeze				BRIMHAVEN_DUNGEON_STEPPING_STONES_RETURN
22552	COURSE		Course obstacle				OBSTACLE_IDS
22557	COURSE		Course obstacle				OBSTACLE_IDS
22564	COURSE		Course obstacle				OBSTACLE_IDS
22569	COURSE		Course obstacle				OBSTACLE_IDS
22572	COURSE		Course obstacle				OBSTACLE_IDS
